item_ord,content_hash,model,prompt_version,category_content,confidence,is_security_hardening,is_performance,rationale
107,562845a2e234145f,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue where extended statistics code failed when encountering PlaceHolderVars, which are used in query planning. This relates to the planner's handling of query structures, specifically in the context of extended statistics, which is part of query planning and optimization."
108,58cb3d4f000f8d80,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue where a subquery's qual clause transformation into a window aggregate run condition was incorrectly handled, leading to assertion failures or wrong query results. This pertains to query planning and optimization logic."
109,c25f29cb31d30b7c,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific optimization in window aggregates that was causing incorrect behavior when sub-SELECTs were involved, as the optimization assumed repeatable results which sub-SELECTs might not provide. This is fundamentally about ensuring correct query execution when using window functions with sub-SELECTs, which falls under execution correctness."
110,9fb2480c11dde79f,qwen3:30b-a3b,v2,Execution & correctness,0.95,true,false,"The fix addresses a potential crash caused by undersized output allocation when handling nested ARRAY[] constructs, specifically by detecting overflow in the total space needed for the result array. This is a memory safety issue related to buffer allocation, not a numeric overflow or arithmetic error."
111,43dd707cd8bffa0a,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a crash occurring during an update operation on a specific column type involving arrays of domains over composite types. This is a stability issue related to backend execution, not a security vulnerability or performance improvement."
112,f5a0a93a17883d11,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue in partition pruning logic when dealing with boolean columns, specifically handling conditions like 'boolcol IS NOT TRUE' and 'NOT boolcol', which previously failed to correctly include NULL values in the results. This is fundamentally about the behavior of partitioning logic under specific query conditions."
113,437ce2a74d8d240d,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition during parallel hash join cleanup, which could lead to a crash under specific conditions. This is fundamentally about backend stability related to concurrency and parallel processing, not about query results, performance, or security."
114,ed806adf9ca44338,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where GENERATED columns need to be recalculated after an EvalPlanQual check in READ COMMITTED isolation mode, ensuring correct results when concurrent updates affect the row being processed. This is about ensuring query correctness in the presence of concurrent modifications, not about performance or security."
115,721d08e6710cb232,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a memory leak during Memoize plan execution, which is a resource management issue in query execution. Memory leaks are not classified under 'Numeric, overflow & limits' but rather as a stability issue affecting backend processes."
116,64e90b51a9c04f65,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,true,false,"The fix addresses a buffer reference count leak specifically when using batched inserts on a foreign table within a partitioned table structure. This is a memory management issue related to buffer handling, not a numeric overflow or performance improvement."
117,f21b11513dcb2a4f,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix restores support for sub-millisecond vacuum_cost_delay settings, which relates to the vacuum process's cost management. This is about the behavior of the vacuum process in managing resource usage, specifically the delay setting for vacuum operations."
118,42040c296eea1727,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses a specific behavior in autovacuum processing where vacuum cost delay balancing was incorrectly applied when a table had a per-relation vacuum_cost_delay setting of zero, which should have disabled delay balancing. This is about the correct handling of vacuum cost settings during autovacuum operations."
119,98d44b4a6e70c37e,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses crashes occurring in a specific scenario involving views with columns added to the end, which relates to backend stability and execution correctness rather than a security issue or performance improvement."
120,3e499e55650a7ae3,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses a failure in handling subplans within partitioned updates, specifically when child tables have different structures than the parent. This relates to the execution of queries on partitioned tables, which falls under the 'Partitioning & inheritance' category as it involves partition-level behavior and consistency checks during updates."
121,186ef9c9943c5fcb,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where a multi-row INSERT ... VALUES query on a view with a DO ALSO INSERT ... SELECT rule failed due to incorrect handling of DEFAULT markers, causing errors or assertion failures. This relates to the behavior of the rewriter or rules during query execution, specifically affecting how DEFAULT markers are processed in the context of view rules."
122,38275cc9e9c8f308,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a crash that occurs when referencing OLD and NEW within subqueries in rule actions without explicit LATERAL marking, which is a stability issue related to query execution and rule handling."
123,11143ae445df2040,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue in the decompilation of SQL functions or rules that contain INSERT/UPDATE/DELETE statements within a WITH clause, specifically ensuring the correct alias for the target table is printed. This relates to the correct handling of SQL syntax and semantics during decompilation, which falls under the category of execution and correctness."
124,6ef3e95a957fbe4c,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue in the optimization logic for SERIALIZABLE READ ONLY transactions, specifically related to the safe-snapshot optimization being incorrectly skipped or causing assertion failures due to transactions marked as doomed. This pertains to transaction behavior and query execution semantics, not to performance improvements or security vulnerabilities."
